layer	tensor	position	rank	head	lane	value_hex	value
21	k_rope	9	1	5	114	0xc1917112	-18.18021011352539
21	k_rope	9	2	7	114	0x4188a194	17.078895568847656
21	k_rope	9	3	2	114	0x417e703d	15.9024019241333
21	k_rope	10	0	3	114	0xc1ea7591	-29.307405471801758
21	k_rope	10	1	7	114	0x41cd198d	25.637475967407227
21	k_rope	10	2	1	114	0xc1a85d4b	-21.04555320739746
21	k_rope	10	3	2	114	0x419e6b90	19.802520751953125
21	k_rope	11	0	3	114	0xc20fd807	-35.96096420288086
21	k_rope	11	1	7	114	0x41dfead4	27.989662170410156
21	k_rope	11	2	2	114	0x41bd6914	23.676307678222656
21	k_rope	11	3	5	114	0xc1a73c19	-20.90434455871582
21	k_rope	12	0	3	114	0xc1f3fba9	-30.497880935668945
21	k_rope	12	1	7	114	0x41c53e07	24.65528678894043
21	k_rope	12	2	2	114	0x41b7c101	22.969240188598633
21	k_rope	12	3	0	126	0x419e9000	19.8203125
21	k_rope	13	0	3	114	0xc2121430	-36.51971435546875
21	k_rope	13	1	7	114	0x420e13ac	35.51921081542969
21	k_rope	13	2	2	114	0x41d07467	26.05683708190918
21	k_rope	13	3	1	114	0xc1b2fc53	-22.373205184936523
21	k_rope	14	0	3	114	0xc20ba215	-34.90828323364258
21	k_rope	14	1	1	114	0xc1c77e5a	-24.936695098876953
21	k_rope	14	2	2	114	0x41bc2164	23.51630401611328
21	k_rope	14	3	7	114	0x41a52ba4	20.64630889892578
21	k_rope	15	0	3	114	0xc2118e48	-36.388946533203125
21	k_rope	15	1	7	114	0x41c7310f	24.898954391479492
21	k_rope	15	2	2	114	0x41c1170f	24.136259078979492
21	k_rope	15	3	1	114	0xc1a7ac6d	-20.959192276000977
21	k_rope	16	0	3	114	0xc2107d81	-36.122562408447266
21	k_rope	16	1	7	114	0x41e60126	28.750560760498047
21	k_rope	16	2	1	114	0xc1b4961e	-22.573299407958984
21	k_rope	16	3	2	114	0x41b33e25	22.405344009399414
21	k_rope	17	0	3	114	0xc1f2973e	-30.323848724365234
21	k_rope	17	1	7	114	0x41ccc673	25.596899032592773
21	k_rope	17	2	2	114	0x41bc298f	23.520292282104492
21	k_rope	17	3	1	114	0xc19e6f76	-19.804424285888672
21	v_heads	0	0	5	116	0x4048d177	3.137784719467163
21	v_heads	0	1	0	46	0x403a9973	2.9156157970428467
21	v_heads	0	2	5	33	0x40395265	2.8956539630889893
21	v_heads	0	3	5	125	0xc0303dae	-2.7537646293640137
21	v_heads	1	0	4	47	0xc1cb006b	-25.37520408630371
21	v_heads	1	1	3	51	0xc1a721c9	-20.891496658325195
21	v_heads	1	2	3	34	0x41a59beb	20.70113182067871
21	v_heads	1	3	0	55	0x41a3c966	20.473339080810547
21	v_heads	2	0	0	70	0xc204a1fd	-33.1581916809082
21	v_heads	2	1	4	57	0x4203e387	32.97219467163086
21	v_heads	2	2	5	126	0xc1ccd6e8	-25.604934692382812
21	v_heads	2	3	3	31	0xc1a1cd0c	-20.225120544433594
21	v_heads	3	0	0	70	0xc214d714	-37.21003723144531
21	v_heads	3	1	5	126	0xc1de645c	-27.79900360107422
21	v_heads	3	2	0	46	0xc1dceea9	-27.616533279418945
21	v_heads	3	3	4	57	0x41d24506	26.283702850341797
21	v_heads	4	0	3	51	0xc1d227be	-26.269405364990234
21	v_heads	4	1	0	70	0xc1ca8d6a	-25.319049835205078
21	v_heads	4	2	0	46	0xc1c48b8d	-24.568140029907227
21	v_heads	4	3	4	57	0x41b79c70	22.951385498046875
21	v_heads	5	0	0	113	0x41bfab59	23.95866584777832
21	v_heads	5	1	0	105	0x41bd3590	23.651153564453125
21	v_heads	5	2	0	70	0xc1b45232	-22.54013442993164
21	v_heads	5	3	0	80	0x41b1a30a	22.204608917236328
21	v_heads	6	0	4	32	0x418e82a8	17.813796997070312
21	v_heads	6	1	0	8	0x417d7a0c	15.842296600341797
21	v_heads	6	2	0	38	0xc172c570	-15.173202514648438
21	v_heads	6	3	0	43	0xc16f3f81	-14.953003883361816
21	v_heads	7	0	4	57	0x41ca3a7f	25.278562545776367
21	v_heads	7	1	0	53	0x41ac9c11	21.576204299926758
21	v_heads	7	2	4	33	0x41983c3b	19.029409408569336
21	v_heads	7	3	3	57	0xc18e4210	-17.782257080078125
21	v_heads	8	0	0	70	0xc1d3fda5	-26.498849868774414
21	v_heads	8	1	5	126	0xc1c82081	-25.015871047973633
21	v_heads	8	2	4	57	0x41a9d135	21.22715187072754
21	v_heads	8	3	0	95	0x419b9eb9	19.45250129699707
21	v_heads	9	0	4	32	0x419d07e6	19.628856658935547
21	v_heads	9	1	7	3	0xc15bec5f	-13.745207786560059
21	v_heads	9	2	5	126	0xc14fc972	-12.98668098449707
21	v_heads	9	3	2	97	0xc1482526	-12.509069442749023
21	v_heads	10	0	4	32	0x41944450	18.533355712890625
21	v_heads	10	1	0	8	0x417df0c8	15.871284484863281
21	v_heads	10	2	5	126	0xc157ea90	-13.494766235351562
21	v_heads	10	3	4	41	0xc1560ade	-13.377653121948242
21	v_heads	11	0	4	57	0x41d49f8e	26.57790756225586
21	v_heads	11	1	5	126	0xc1aca0c4	-21.57849884033203
21	v_heads	11	2	4	47	0xc19c6918	-19.551315307617188
21	v_heads	11	3	0	46	0xc196a5ea	-18.831012725830078
21	v_heads	12	0	4	57	0x41fb3990	31.403106689453125
21	v_heads	12	1	5	126	0xc1b83ac1	-23.028688430786133
21	v_heads	12	2	0	70	0xc1b18257	-22.188642501831055
21	v_heads	12	3	3	31	0xc18aaa5c	-17.33318328857422
21	v_heads	13	0	0	70	0xc1f3e386	-30.486095428466797
21	v_heads	13	1	5	126	0xc1c242bc	-24.28258514404297
21	v_heads	13	2	4	57	0x41b7c15d	22.96941566467285
21	v_heads	13	3	0	46	0xc19c4732	-19.53476333618164
21	v_heads	14	0	4	57	0x41bda65a	23.706226348876953
21	v_heads	14	1	3	51	0xc1b4c592	-22.59646987915039
21	v_heads	14	2	4	109	0x41a072ac	20.055992126464844
21	v_heads	14	3	6	105	0xc194d8c7	-18.60584831237793
21	v_heads	15	0	0	70	0xc173c6ee	-15.236066818237305
21	v_heads	15	1	0	113	0x4161b792	14.107316970825195
21	v_heads	15	2	0	105	0x41601003	14.00390911102295
21	v_heads	15	3	1	25	0xc15c9dc3	-13.7885160446167
21	v_heads	16	0	0	0	0xc170cb5c	-15.04964828491211
21	v_heads	16	1	4	32	0x415abea1	13.671540260314941
21	v_heads	16	2	0	8	0x41519ac9	13.100289344787598
21	v_heads	16	3	2	71	0xc13c9874	-11.787220001220703
21	v_heads	17	0	4	57	0x41e67708	28.808120727539062
21	v_heads	17	1	0	117	0x418b2a5a	17.395679473876953
21	v_heads	17	2	6	105	0xc18afa8c	-17.372337341308594
21	v_heads	17	3	5	126	0xc18a1368	-17.259475708007812
22	k_rope	0	0	4	126	0xc1ae9905	-21.824716567993164
22	k_rope	0	1	3	62	0xc1adde9f	-21.733701705932617
22	k_rope	0	2	2	127	0xc1a54258	-20.657394409179688
22	k_rope	0	3	6	125	0xc18fc6e1	-17.972108840942383
22	k_rope	1	0	5	41	0x413ad896	11.677877426147461
22	k_rope	1	1	7	54	0x41366043	11.3985013961792
22	k_rope	1	2	4	54	0xc131c4c3	-11.1105375289917
22	k_rope	1	3	5	54	0x412f29c6	10.947698593139648
22	k_rope	2	0	5	54	0x4169824a	14.594308853149414
22	k_rope	2	1	7	54	0x416387a0	14.220611572265625
22	k_rope	2	2	6	126	0x4152ae2d	13.167523384094238
22	k_rope	2	3	3	54	0x4140d7bb	12.052668571472168
22	k_rope	3	0	6	126	0x418af672	17.37033462524414
22	k_rope	3	1	5	54	0x415ffccd	13.999218940734863
22	k_rope	3	2	7	54	0x415077ae	13.029218673706055
22	k_rope	3	3	4	61	0x414d7523	12.841097831726074
22	k_rope	4	0	5	54	0x416941b6	14.578542709350586
22	k_rope	4	1	7	54	0x41637dd8	14.218223571777344
22	k_rope	4	2	7	41	0xc140c1bc	-12.047298431396484
22	k_rope	4	3	6	126	0x413dd4ca	11.864450454711914
22	k_rope	5	0	7	54	0x4157d0c6	13.488470077514648
22	k_rope	5	1	5	54	0x41575614	13.458515167236328
22	k_rope	5	2	7	41	0xc13fc321	-11.985138893127441
22	k_rope	5	3	6	126	0x413708fd	11.43969440460205
22	k_rope	6	0	5	54	0x41611749	14.068184852600098
22	k_rope	6	1	7	54	0x41569e37	13.413626670837402
22	k_rope	6	2	6	126	0x4130e797	11.056540489196777
22	k_rope	6	3	0	62	0xc12ae2f9	-10.680413246154785
22	k_rope	7	0	5	54	0x415d9f4a	13.851388931274414
22	k_rope	7	1	7	54	0x4146d8e7	12.42795467376709
22	k_rope	7	2	4	61	0x412f0ae6	10.940160751342773
22	k_rope	7	3	6	126	0x412cbb9c	10.79580307006836
22	k_rope	8	0	6	126	0x41697365	14.590672492980957
22	k_rope	8	1	7	54	0x41511cf4	13.069568634033203
22	k_rope	8	2	2	41	0x413b82b6	11.719411849975586
22	k_rope	8	3	2	61	0xc13814a7	-11.50504207611084
22	k_rope	9	0	1	126	0x41420d2d	12.128216743469238
22	k_rope	9	1	6	54	0xc141966c	-12.099224090576172
22	k_rope	9	2	4	54	0xc1416b17	-12.088644981384277
22	k_rope	9	3	5	54	0x4131dcd4	11.116413116455078
22	k_rope	10	0	4	54	0xc153a08e	-13.22669792175293
22	k_rope	10	1	6	54	0xc14c277c	-12.759639739990234
22	k_rope	10	2	2	54	0xc1426598	-12.149803161621094
22	k_rope	10	3	5	54	0x412fa760	10.978363037109375
22	k_rope	11	0	7	54	0x417cd0c3	15.8009672164917
22	k_rope	11	1	5	54	0x41591f88	13.570198059082031
22	k_rope	11	2	2	54	0xc13fff59	-11.99984073638916
22	k_rope	11	3	6	54	0xc12de3d2	-10.868120193481445
22	k_rope	12	0	5	54	0x4176ebbd	15.4325532913208
22	k_rope	12	1	7	54	0x41745ff2	15.27342414855957
22	k_rope	12	2	6	126	0x4160bbbc	14.045833587646484
22	k_rope	12	3	3	54	0x4151557e	13.083372116088867
22	k_rope	13	0	6	126	0x416c8f71	14.785019874572754
22	k_rope	13	1	5	54	0x416405df	14.251433372497559
22	k_rope	13	2	7	54	0x4148b889	12.545052528381348
22	k_rope	13	3	4	61	0x41452f36	12.324026107788086
22	k_rope	14	0	5	54	0x41688bfc	14.534175872802734
22	k_rope	14	1	7	54	0x415e37b5	13.88860034942627
22	k_rope	14	2	2	54	0xc1355f6f	-11.335799217224121
22	k_rope	14	3	4	54	0xc13057ca	-11.021432876586914
22	k_rope	15	0	7	54	0x41769a60	15.412689208984375
22	k_rope	15	1	0	62	0xc15c123b	-13.754450798034668
22	k_rope	15	2	5	54	0x41581dcf	13.507277488708496
22	k_rope	15	3	2	54	0xc14af9b8	-12.685966491699219
22	k_rope	16	0	6	54	0xc157a13a	-13.476861953735352
22	k_rope	16	1	5	54	0x4153f365	13.246922492980957
22	k_rope	16	2	0	62	0xc14da8fc	-12.853755950927734
22	k_rope	16	3	7	54	0x414875d1	12.528763771057129
22	k_rope	17	0	7	54	0x416a561a	14.646020889282227
22	k_rope	17	1	5	54	0x4164141a	14.254907608032227
22	k_rope	17	2	2	54	0xc1354e69	-11.331643104553223
22	k_rope	17	3	4	54	0xc1339b48	-11.225410461425781
22	v_heads	0	0	7	112	0x4085044a	4.156773567199707
22	v_heads	0	1	3	68	0xc04b2e75	-3.174710512161255
22	v_heads	0	2	1	114	0x404a905e	3.1650614738464355
22	v_heads	0	3	0	3	0xc03cd14d	-2.950274705886841
22	v_heads	1	0	6	5	0x41c67381	24.806398391723633
22	v_heads	1	1	4	9	0x41b6e7c1	22.863161087036133
22	v_heads	1	2	0	88	0x41abb1e3	21.46185874938965
22	v_heads	1	3	4	58	0x41a56305	20.673349380493164
22	v_heads	2	0	6	48	0xc1d30697	-26.378217697143555
22	v_heads	2	1	0	72	0x41b7b214	22.961952209472656
22	v_heads	2	2	4	22	0x41b231e5	22.274362564086914
22	v_heads	2	3	6	127	0x41abbb97	21.466596603393555
22	v_heads	3	0	6	111	0x41ac05b2	21.50278091430664
22	v_heads	3	1	0	44	0x41a0a17b	20.078847885131836
22	v_heads	3	2	7	7	0x419fb951	19.965486526489258
22	v_heads	3	3	6	57	0xc19e5d7f	-19.795652389526367
22	v_heads	4	0	2	48	0xc1d7d2b1	-26.977876663208008
22	v_heads	4	1	4	127	0x41bea6a6	23.831371307373047
22	v_heads	4	2	4	26	0x41b2256a	22.268268585205078
22	v_heads	4	3	3	68	0x41a48ede	20.569759368896484
22	v_heads	5	0	4	55	0xc1ce8629	-25.815507888793945
22	v_heads	5	1	0	51	0xc1c069e2	-24.051700592041016
22	v_heads	5	2	7	122	0xc1b81b9f	-23.013486862182617
22	v_heads	5	3	6	8	0xc1b29664	-22.32343292236328
22	v_heads	6	0	7	122	0xc19770c5	-18.930063247680664
22	v_heads	6	1	5	104	0xc189539b	-17.165822982788086
22	v_heads	6	2	7	23	0xc1893895	-17.15262794494629
22	v_heads	6	3	7	55	0xc18826e9	-17.018999099731445
22	v_heads	7	0	0	102	0x41c50baf	24.630704879760742
22	v_heads	7	1	2	69	0xc1b6c7ff	-22.847654342651367
22	v_heads	7	2	6	106	0x41b5dfbe	22.734249114990234
22	v_heads	7	3	4	52	0xc1969441	-18.822389602661133
22	v_heads	8	0	4	88	0xc18f7ead	-17.936853408813477
22	v_heads	8	1	4	113	0xc187e306	-16.985851287841797
22	v_heads	8	2	6	40	0xc17f6df7	-15.964346885681152
22	v_heads	8	3	4	28	0xc17a80e7	-15.65647029876709
22	v_heads	9	0	5	9	0x41919dd1	18.202058792114258
22	v_heads	9	1	1	9	0x418c1083	17.5080623626709
22	v_heads	9	2	7	7	0x416e735d	14.903164863586426
22	v_heads	9	3	3	21	0xc15a3bb5	-13.63957691192627
22	v_heads	10	0	5	9	0x419d7f88	19.687271118164062
22	v_heads	10	1	5	107	0x418f1e00	17.8896484375
22	v_heads	10	2	6	29	0xc173a63d	-15.2280855178833
22	v_heads	10	3	6	69	0x41726dba	15.151788711547852
22	v_heads	11	0	6	5	0x41a13973	20.153051376342773
22	v_heads	11	1	4	78	0xc19fad16	-19.959514617919922
22	v_heads	11	2	5	9	0x419a47d6	19.285076141357422
22	v_heads	11	3	2	29	0xc17354e5	-15.208226203918457
22	v_heads	12	0	6	48	0xc19364b0	-18.424163818359375
22	v_heads	12	1	0	72	0x41897d02	17.186038970947266
22	v_heads	12	2	3	114	0x4185e416	16.736370086669922
22	v_heads	12	3	0	40	0x4182f312	16.36868667602539
22	v_heads	13	0	6	111	0x418fdf72	17.98410415649414
22	v_heads	13	1	7	7	0x4180c8e0	16.09808349609375
22	v_heads	13	2	1	52	0x4166dd51	14.429032325744629
22	v_heads	13	3	0	62	0x41657f3e	14.343564987182617
22	v_heads	14	0	2	48	0xc1bb93c2	-23.447147369384766
22	v_heads	14	1	3	68	0x41ab232c	21.392173767089844
22	v_heads	14	2	4	127	0x418ee839	17.86338996887207
22	v_heads	14	3	0	30	0x418b7acd	17.434961318969727
22	v_heads	15	0	0	51	0xc186a240	-16.8292236328125
22	v_heads	15	1	6	8	0xc1702a1d	-15.010281562805176
22	v_heads	15	2	0	72	0xc16d3e36	-14.827688217163086
22	v_heads	15	3	3	68	0x416c888d	14.783337593078613
22	v_heads	16	0	7	7	0x4177f0d4	15.496295928955078
22	v_heads	16	1	5	9	0x4172b00d	15.167981147766113
22	v_heads	16	2	1	28	0x415de555	13.868489265441895
22	v_heads	16	3	7	70	0x414caaa9	12.791665077209473
22	v_heads	17	0	0	102	0x41b57724	22.68317413330078
22	v_heads	17	1	6	106	0x41973cd6	18.904705047607422
22	v_heads	17	2	5	9	0x418783e0	16.93939208984375
22	v_heads	17	3	7	7	0x41869041	16.820436477661133
23	k_rope	0	0	0	125	0xc1d8503c	-27.03917694091797
23	k_rope	0	1	7	61	0x41d27590	26.307403564453125
23	k_rope	0	2	4	126	0xc1c8aacd	-25.083398818969727
23	k_rope	0	3	6	126	0xc1c2cab7	-24.348981857299805
23	k_rope	1	0	7	60	0xc18ee399	-17.86113166809082
23	k_rope	1	1	5	48	0x41833b25	16.403879165649414
23	k_rope	1	2	7	48	0xc17e4714	-15.892353057861328
23	k_rope	1	3	1	48	0x417c47c3	15.7675199508667
23	k_rope	2	0	3	48	0xc1a7e8b7	-20.988630294799805
23	k_rope	2	1	1	48	0x4187a40e	16.95510482788086
23	k_rope	2	2	6	48	0x417388c4	15.220890045166016
23	k_rope	2	3	4	48	0xc16c14b5	-14.75505542755127
23	k_rope	3	0	3	58	0x418fdae1	17.981874465942383
23	k_rope	3	1	6	48	0x41843932	16.52792739868164
23	k_rope	3	2	0	61	0xc17fa631	-15.978074073791504
23	k_rope	3	3	3	48	0xc17e8f74	-15.910022735595703
23	k_rope	4	0	4	48	0xc1a11888	-20.136978149414062
23	k_rope	4	1	7	48	0xc19ad016	-19.351604461669922
23	k_rope	4	2	1	48	0x415d949b	13.848780632019043
23	k_rope	4	3	6	48	0x415d61bb	13.836359977722168
23	k_rope	5	0	3	48	0xc189e3e9	-17.236284255981445
23	k_rope	5	1	2	122	0xc187e9a0	-16.98907470703125
23	k_rope	5	2	2	48	0xc16d56c7	-14.833685874938965
23	k_rope	5	3	7	60	0xc15e5f01	-13.898194313049316
23	k_rope	6	0	2	48	0xc1932891	-18.394807815551758
23	k_rope	6	1	3	48	0xc18a3e2f	-17.280363082885742
23	k_rope	6	2	4	48	0xc17afa66	-15.686132431030273
23	k_rope	6	3	5	48	0x415dac1c	13.85451889038086
23	k_rope	7	0	3	122	0x419151ce	18.16494369506836
23	k_rope	7	1	3	48	0xc189c807	-17.22266960144043
23	k_rope	7	2	4	48	0xc187e3f1	-16.986299514770508
23	k_rope	7	3	2	48	0xc187706d	-16.929895401000977
23	k_rope	8	0	5	48	0x419a9bdf	19.326108932495117
23	k_rope	8	1	6	48	0x418b0812	17.37894058227539
23	k_rope	8	2	5	60	0xc161b9a9	-14.107827186584473
23	k_rope	8	3	3	58	0x4161a492	14.102678298950195
23	k_rope	9	0	7	48	0xc19f9aa3	-19.95050621032715
23	k_rope	9	1	3	124	0x418e8fd6	17.820232391357422
23	k_rope	9	2	3	48	0xc187b5e0	-16.96380615234375
23	k_rope	9	3	5	60	0xc17e5bdc	-15.89742660522461
23	k_rope	10	0	7	60	0xc1900042	-18.000125885009766
23	k_rope	10	1	7	48	0xc18d0535	-17.62754249572754
23	k_rope	10	2	3	48	0xc18b5752	-17.41763687133789
23	k_rope	10	3	2	48	0xc17bd76a	-15.740091323852539
23	k_rope	11	0	3	48	0xc1a62a21	-20.770570755004883
23	k_rope	11	1	1	48	0x41a58c32	20.69345474243164
23	k_rope	11	2	7	48	0xc187f85b	-16.996267318725586
23	k_rope	11	3	7	60	0xc18488d1	-16.566804885864258
23	k_rope	12	0	3	48	0xc1bd65e3	-23.67474937438965
23	k_rope	12	1	4	48	0xc18bd080	-17.476806640625
23	k_rope	12	2	1	48	0x418b45f7	17.409162521362305
23	k_rope	12	3	0	61	0xc182b552	-16.33853530883789
23	k_rope	13	0	3	48	0xc1ac214a	-21.516254425048828
23	k_rope	13	1	6	48	0x419ea620	19.83111572265625
23	k_rope	13	2	1	48	0x41929fd2	18.32803726196289
23	k_rope	13	3	0	61	0xc18e4936	-17.785747528076172
23	k_rope	14	0	7	48	0xc1ac545a	-21.541187286376953
23	k_rope	14	1	4	48	0xc1a93acf	-21.153715133666992
23	k_rope	14	2	6	48	0x417d9ba3	15.850497245788574
23	k_rope	14	3	1	48	0x417776eb	15.466532707214355
23	k_rope	15	0	3	48	0xc1b1672a	-22.175373077392578
23	k_rope	15	1	1	48	0x419cbef7	19.593244552612305
23	k_rope	15	2	4	48	0xc18858d1	-17.043367385864258
23	k_rope	15	3	2	48	0xc16c0845	-14.752018928527832
23	k_rope	16	0	3	48	0xc1af35aa	-21.901203155517578
23	k_rope	16	1	2	48	0xc18f27a2	-17.894351959228516
23	k_rope	16	2	7	48	0xc1865d0b	-16.79543113708496
23	k_rope	16	3	4	48	0xc1808a44	-16.06751251220703
23	k_rope	17	0	4	48	0xc1a3d4fb	-20.478994369506836
23	k_rope	17	1	3	48	0xc1a2acf6	-20.334453582763672
23	k_rope	17	2	1	48	0x41988f60	19.07000732421875
23	k_rope	17	3	5	48	0x41657ba7	14.34268856048584
23	v_heads	0	0	0	92	0x406999fa	3.6500229835510254
23	v_heads	0	1	1	16	0x4061e8df	3.5298383235931396
23	v_heads	0	2	5	106	0xc05a5ebd	-3.41203236579895
23	v_heads	0	3	0	13	0xc02de509	-2.717104196548462
23	v_heads	1	0	5	94	0x41f213d8	30.259689331054688
23	v_heads	1	1	5	114	0xc1ef1994	-29.887489318847656
23	v_heads	1	2	7	60	0xc1ca7eda	-25.311939239501953
23	v_heads	1	3	5	106	0xc1c1ed49	-24.240861892700195
23	v_heads	2	0	5	25	0xc21d27d7	-39.28890609741211
23	v_heads	2	1	5	59	0xc20c7598	-35.114837646484375
23	v_heads	2	2	5	71	0xc1e60851	-28.754060745239258
23	v_heads	2	3	5	30	0xc1dc12a1	-27.509096145629883
23	v_heads	3	0	5	20	0x421ade2e	38.71697235107422
23	v_heads	3	1	5	60	0xc1e9ca93	-29.223913192749023
23	v_heads	3	2	5	39	0xc1e52778	-28.644271850585938
23	v_heads	3	3	5	14	0xc1e49fb6	-28.577983856201172
23	v_heads	4	0	5	69	0x41d2cc8b	26.34987449645996
23	v_heads	4	1	7	68	0xc1d0af39	-26.08555793762207
23	v_heads	4	2	5	16	0xc1cc24ae	-25.51791000366211
23	v_heads	4	3	5	86	0xc1c2a7ab	-24.33186912536621
23	v_heads	5	0	5	103	0x41f53c6e	30.65450668334961
23	v_heads	5	1	5	42	0x41c0b83c	24.08995819091797
23	v_heads	5	2	5	78	0xc1c00275	-24.00119972229004
23	v_heads	5	3	4	122	0x41b61c66	22.763866424560547
23	v_heads	6	0	1	120	0x41a01a1a	20.012744903564453
23	v_heads	6	1	5	57	0x41935ece	18.42129135131836
23	v_heads	6	2	1	75	0xc18ded8f	-17.740995407104492
23	v_heads	6	3	6	76	0xc18964c7	-17.17420768737793
23	v_heads	7	0	5	85	0xc1bf4cea	-23.912555694580078
23	v_heads	7	1	5	28	0x41b2e46a	22.361530303955078
23	v_heads	7	2	5	0	0x41b12047	22.14076042175293
23	v_heads	7	3	5	10	0xc1af1573	-21.885473251342773
23	v_heads	8	0	1	16	0xc1ecaf7e	-29.585689544677734
23	v_heads	8	1	5	74	0x41c922a7	25.14192008972168
23	v_heads	8	2	5	99	0xc1b9ba09	-23.215837478637695
23	v_heads	8	3	5	40	0x41b7ed5b	22.990896224975586
23	v_heads	9	0	1	16	0xc203c9a4	-32.94691467285156
23	v_heads	9	1	4	50	0x4184f0d6	16.617595672607422
23	v_heads	9	2	7	121	0x4180a998	16.082809448242188
23	v_heads	9	3	6	37	0x4177a059	15.47664737701416
23	v_heads	10	0	1	59	0xc19ce72e	-19.61288070678711
23	v_heads	10	1	1	75	0xc15b36a6	-13.700841903686523
23	v_heads	10	2	1	36	0x41555b58	13.334800720214844
23	v_heads	10	3	7	121	0x414b1a32	12.69389533996582
23	v_heads	11	0	7	121	0x41a0e8b6	20.113628387451172
23	v_heads	11	1	5	94	0x419f4c81	19.912355422973633
23	v_heads	11	2	5	119	0x4182f5ec	16.370079040527344
23	v_heads	11	3	5	114	0xc17ed206	-15.926275253295898
23	v_heads	12	0	5	25	0xc1caeea7	-25.36652946472168
23	v_heads	12	1	5	30	0xc1bbacc4	-23.45935821533203
23	v_heads	12	2	5	14	0xc1a98511	-21.189973831176758
23	v_heads	12	3	5	107	0xc1a6ea8f	-20.864530563354492
23	v_heads	13	0	5	20	0x41b0816b	22.06319236755371
23	v_heads	13	1	1	16	0xc1ae8131	-21.813081741333008
23	v_heads	13	2	5	14	0xc1a85faf	-21.046720504760742
23	v_heads	13	3	7	121	0x418b9b8e	17.45095443725586
23	v_heads	14	0	1	16	0xc1b71d73	-22.889379501342773
23	v_heads	14	1	5	69	0x41a53b14	20.653846740722656
23	v_heads	14	2	7	68	0xc1a0cae7	-20.09907341003418
23	v_heads	14	3	5	16	0xc19b570d	-19.417505264282227
23	v_heads	15	0	1	16	0xc1a923c1	-21.142457962036133
23	v_heads	15	1	5	103	0x41a8eaf2	21.11471939086914
23	v_heads	15	2	3	104	0x41a1f1fb	20.243154525756836
23	v_heads	15	3	1	120	0x41992263	19.14179039001465
23	v_heads	16	0	1	120	0x41a06a07	20.05177116394043
23	v_heads	16	1	1	75	0xc18da146	-17.703746795654297
23	v_heads	16	2	1	59	0xc17d81a2	-15.844148635864258
23	v_heads	16	3	1	117	0xc1632e4d	-14.198803901672363
23	v_heads	17	0	5	85	0xc1ae199a	-21.762500762939453
23	v_heads	17	1	5	10	0xc188ddbd	-17.1082706451416
23	v_heads	17	2	5	15	0xc1854f66	-16.663768768310547
23	v_heads	17	3	7	71	0xc1848050	-16.562652587890625
24	k_rope	0	0	2	125	0xc2324bf1	-44.574161529541016
24	k_rope	0	1	2	124	0x420a50cf	34.578914642333984
24	k_rope	0	2	3	125	0x420a4e60	34.5765380859375
24	k_rope	0	3	6	126	0x42080cf3	34.01264572143555
24	k_rope	1	0	6	125	0x421df5d0	39.49005126953125
24	k_rope	1	1	3	125	0x420f638c	35.84721374511719
24	k_rope	1	2	3	61	0x42058c4b	33.38700485229492
24	k_rope	1	3	6	127	0xc1a4b970	-20.590545654296875
24	k_rope	2	0	3	61	0x4201f61e	32.49034881591797
24	k_rope	2	1	5	60	0x41c67686	24.807872772216797
24	k_rope	2	2	2	60	0x41c55fd1	24.671785354614258
24	k_rope	2	3	6	125	0x41c023a3	24.01740074157715
24	k_rope	3	0	3	61	0x420392d9	32.89340591430664
24	k_rope	3	1	2	60	0x41f2f592	30.36990737915039
24	k_rope	3	2	6	125	0x41ec7775	29.55832862854004
24	k_rope	3	3	3	125	0x41d7d485	26.978769302368164
24	k_rope	4	0	3	61	0x41e61a29	28.762773513793945
24	k_rope	4	1	5	60	0x41c36dfa	24.428699493408203
24	k_rope	4	2	2	60	0x41bae4a2	23.361637115478516
24	k_rope	4	3	6	125	0x41b91c2b	23.13875389099121
24	k_rope	5	0	5	125	0x41a29ad2	20.32559585571289
24	k_rope	5	1	2	60	0x41a24ae1	20.286561965942383
24	k_rope	5	2	3	61	0x419d8ce4	19.69379425048828
24	k_rope	5	3	6	125	0x419626d4	18.768959045410156
24	k_rope	6	0	3	61	0x41be24c0	23.7679443359375
24	k_rope	6	1	6	125	0x41b9a16d	23.203821182250977
24	k_rope	6	2	4	112	0xc1b1f84e	-22.24624252319336
24	k_rope	6	3	2	60	0x41a3b063	20.46112632751465
24	k_rope	7	0	3	61	0x4203a69c	32.91270446777344
24	k_rope	7	1	2	60	0x41c150e1	24.164491653442383
24	k_rope	7	2	3	125	0x41c13ebb	24.155630111694336
24	k_rope	7	3	6	125	0x41bd6c07	23.67774772644043
24	k_rope	8	0	3	125	0x41c38135	24.43808937072754
24	k_rope	8	1	2	60	0x41b8ca8f	23.098905563354492
24	k_rope	8	2	6	60	0xc1b52221	-22.641664505004883
24	k_rope	8	3	3	61	0x41a814f4	21.010231018066406
24	k_rope	9	0	6	125	0x41b29f7c	22.32787322998047
24	k_rope	9	1	7	112	0xc195f035	-18.74228858947754
24	k_rope	9	2	7	60	0xc18403b2	-16.50180435180664
24	k_rope	9	3	2	112	0x417a6b7f	15.651244163513184
24	k_rope	10	0	6	125	0x41dbf8ee	27.49654769897461
24	k_rope	10	1	3	125	0x41b97888	23.183853149414062
24	k_rope	10	2	7	60	0xc1b0315e	-22.024105072021484
24	k_rope	10	3	2	63	0x4189f628	17.245193481445312
24	k_rope	11	0	6	125	0x42184ddb	38.07603073120117
