schema	tiler.apple-numerical-behaviour/v4
case.macos.reassociation_chain.runtime.safe.opt-size.results	34000000 34000000 34000000 34000000 34000000 34000000 3eb97efd 3f800000
case.macos.reassociation_chain.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.reassociation_chain.safe.O2.contract-off.float_operations	fadd fadd
case.macos.reassociation_chain.safe.O2.contract-off.results	34000000 34000000 34000000 34000000 34000000 34000000 3eb97efd 3f800000
case.macos.scale_one_bias_zero.fast.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.fast.O0.contract-off.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.macos.scale_one_bias_zero.fast.O0.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.fast.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.fast.O1.contract-off.float_operations	
case.macos.scale_one_bias_zero.fast.O1.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.fast.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.fast.O2.contract-off.float_operations	
case.macos.scale_one_bias_zero.fast.O2.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.fast.O2.contract-off.fpfun-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.fast.O2.contract-off.fpfun-fast.float_operations	
case.macos.scale_one_bias_zero.fast.O2.contract-off.fpfun-fast.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.fast.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.fast.O3.contract-off.float_operations	
case.macos.scale_one_bias_zero.fast.O3.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.fast.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.fast.Os.contract-off.float_operations	
case.macos.scale_one_bias_zero.fast.Os.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.relaxed.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.relaxed.O0.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn fadd+reassoc+nsz+arcp+afn
case.macos.scale_one_bias_zero.relaxed.O0.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.relaxed.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.relaxed.O1.contract-off.float_operations	
case.macos.scale_one_bias_zero.relaxed.O1.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.relaxed.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.relaxed.O2.contract-off.float_operations	
case.macos.scale_one_bias_zero.relaxed.O2.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.relaxed.O2.contract-off.fpfun-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.relaxed.O2.contract-off.fpfun-fast.float_operations	
case.macos.scale_one_bias_zero.relaxed.O2.contract-off.fpfun-fast.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.relaxed.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.relaxed.O3.contract-off.float_operations	
case.macos.scale_one_bias_zero.relaxed.O3.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.relaxed.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.relaxed.Os.contract-off.float_operations	
case.macos.scale_one_bias_zero.relaxed.Os.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.fast.opt-default.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.macos.scale_one_bias_zero.runtime.fast.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.fast.opt-default.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.fast.opt-default.fpfun-fast.applied_options	math=fast,fpfun=fast,lang=3.1,opt=default
case.macos.scale_one_bias_zero.runtime.fast.opt-default.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.fast.opt-default.fpfun-fast.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.fast.opt-size.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.macos.scale_one_bias_zero.runtime.fast.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.fast.opt-size.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.fast.opt-size.fpfun-fast.applied_options	math=fast,fpfun=fast,lang=3.1,opt=size
case.macos.scale_one_bias_zero.runtime.fast.opt-size.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.fast.opt-size.fpfun-fast.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.relaxed.opt-default.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.macos.scale_one_bias_zero.runtime.relaxed.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.relaxed.opt-default.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.relaxed.opt-default.fpfun-fast.applied_options	math=relaxed,fpfun=fast,lang=3.1,opt=default
case.macos.scale_one_bias_zero.runtime.relaxed.opt-default.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.relaxed.opt-default.fpfun-fast.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.relaxed.opt-size.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.macos.scale_one_bias_zero.runtime.relaxed.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.relaxed.opt-size.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.relaxed.opt-size.fpfun-fast.applied_options	math=relaxed,fpfun=fast,lang=3.1,opt=size
case.macos.scale_one_bias_zero.runtime.relaxed.opt-size.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.relaxed.opt-size.fpfun-fast.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.macos.scale_one_bias_zero.runtime.safe.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.safe.opt-default.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.safe.opt-default.fpfun-fast.applied_options	math=safe,fpfun=fast,lang=3.1,opt=default
case.macos.scale_one_bias_zero.runtime.safe.opt-default.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.safe.opt-default.fpfun-fast.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.macos.scale_one_bias_zero.runtime.safe.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.safe.opt-size.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.runtime.safe.opt-size.fpfun-fast.applied_options	math=safe,fpfun=fast,lang=3.1,opt=size
case.macos.scale_one_bias_zero.runtime.safe.opt-size.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.runtime.safe.opt-size.fpfun-fast.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.safe.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.safe.O0.contract-off.float_operations	fmul fadd
case.macos.scale_one_bias_zero.safe.O0.contract-off.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.safe.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.safe.O1.contract-off.float_operations	fadd
case.macos.scale_one_bias_zero.safe.O1.contract-off.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.safe.O2.contract-off.float_operations	fadd
case.macos.scale_one_bias_zero.safe.O2.contract-off.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.safe.O2.contract-off.fpfun-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.safe.O2.contract-off.fpfun-fast.float_operations	fadd
case.macos.scale_one_bias_zero.safe.O2.contract-off.fpfun-fast.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.safe.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.safe.O3.contract-off.float_operations	fadd
case.macos.scale_one_bias_zero.safe.O3.contract-off.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_one_bias_zero.safe.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_one_bias_zero.safe.Os.contract-off.float_operations	fadd
case.macos.scale_one_bias_zero.safe.Os.contract-off.results	00000000 00000000 00000000 00800000 00000000 00000000 3eb97ef9 3f800000
case.macos.scale_two_bias_one.fast.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.fast.O2.contract-fast.float_operations	fmul+fast fadd+fast
case.macos.scale_two_bias_one.fast.O2.contract-fast.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.fast.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.fast.O2.contract-off.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.macos.scale_two_bias_one.fast.O2.contract-off.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.fast.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.fast.O2.contract-on.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.macos.scale_two_bias_one.fast.O2.contract-on.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.relaxed.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.relaxed.O2.contract-fast.float_operations	fmul+reassoc+nsz+arcp+contract+afn fadd+reassoc+nsz+arcp+contract+afn
case.macos.scale_two_bias_one.relaxed.O2.contract-fast.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.relaxed.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.relaxed.O2.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn fadd+reassoc+nsz+arcp+afn
case.macos.scale_two_bias_one.relaxed.O2.contract-off.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.relaxed.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.relaxed.O2.contract-on.float_operations	fmul+reassoc+nsz+arcp+afn fadd+reassoc+nsz+arcp+afn
case.macos.scale_two_bias_one.relaxed.O2.contract-on.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.runtime.fast.opt-default.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.macos.scale_two_bias_one.runtime.fast.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.runtime.fast.opt-default.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.runtime.fast.opt-size.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.macos.scale_two_bias_one.runtime.fast.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.runtime.fast.opt-size.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.runtime.relaxed.opt-default.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.macos.scale_two_bias_one.runtime.relaxed.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.runtime.relaxed.opt-default.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.runtime.relaxed.opt-size.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.macos.scale_two_bias_one.runtime.relaxed.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.runtime.relaxed.opt-size.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.macos.scale_two_bias_one.runtime.safe.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.runtime.safe.opt-default.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.macos.scale_two_bias_one.runtime.safe.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.runtime.safe.opt-size.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.safe.O2.contract-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.safe.O2.contract-fast.float_operations	fmul+contract fadd+contract
case.macos.scale_two_bias_one.safe.O2.contract-fast.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.safe.O2.contract-off.float_operations	fmul fadd
case.macos.scale_two_bias_one.safe.O2.contract-off.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
case.macos.scale_two_bias_one.safe.O2.contract-on.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.scale_two_bias_one.safe.O2.contract-on.float_operations	fmul fadd
case.macos.scale_two_bias_one.safe.O2.contract-on.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fdcbf7c 40400000
comparison.ios-simulator.add_smallest_normal.runtime.fast.opt-default	agree candidates=ios-simulator.add_smallest_normal.fast.O2.contract-off matched=ios-simulator.add_smallest_normal.fast.O2.contract-off
comparison.ios-simulator.add_smallest_normal.runtime.fast.opt-size	agree candidates=ios-simulator.add_smallest_normal.fast.O2.contract-off matched=ios-simulator.add_smallest_normal.fast.O2.contract-off
comparison.ios-simulator.add_smallest_normal.runtime.relaxed.opt-default	agree candidates=ios-simulator.add_smallest_normal.relaxed.O2.contract-off matched=ios-simulator.add_smallest_normal.relaxed.O2.contract-off
comparison.ios-simulator.add_smallest_normal.runtime.relaxed.opt-size	agree candidates=ios-simulator.add_smallest_normal.relaxed.O2.contract-off matched=ios-simulator.add_smallest_normal.relaxed.O2.contract-off
comparison.ios-simulator.add_smallest_normal.runtime.safe.opt-default	agree candidates=ios-simulator.add_smallest_normal.safe.O2.contract-off matched=ios-simulator.add_smallest_normal.safe.O2.contract-off
comparison.ios-simulator.add_smallest_normal.runtime.safe.opt-size	agree candidates=ios-simulator.add_smallest_normal.safe.O2.contract-off matched=ios-simulator.add_smallest_normal.safe.O2.contract-off
comparison.ios-simulator.contraction_pair.runtime.safe.opt-default	agree-on-some candidates=ios-simulator.contraction_pair.safe.O2.contract-fast,ios-simulator.contraction_pair.safe.O2.contract-off,ios-simulator.contraction_pair.safe.O2.contract-on matched=ios-simulator.contraction_pair.safe.O2.contract-off,ios-simulator.contraction_pair.safe.O2.contract-on
comparison.ios-simulator.contraction_pair.runtime.safe.opt-size	agree-on-some candidates=ios-simulator.contraction_pair.safe.O2.contract-fast,ios-simulator.contraction_pair.safe.O2.contract-off,ios-simulator.contraction_pair.safe.O2.contract-on matched=ios-simulator.contraction_pair.safe.O2.contract-off,ios-simulator.contraction_pair.safe.O2.contract-on
comparison.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-default	agree candidates=ios-simulator.contraction_pair_canonicalized.safe.O2.contract-fast,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-off,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-on matched=ios-simulator.contraction_pair_canonicalized.safe.O2.contract-fast,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-off,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-on
comparison.ios-simulator.contraction_pair_canonicalized.runtime.safe.opt-size	agree candidates=ios-simulator.contraction_pair_canonicalized.safe.O2.contract-fast,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-off,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-on matched=ios-simulator.contraction_pair_canonicalized.safe.O2.contract-fast,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-off,ios-simulator.contraction_pair_canonicalized.safe.O2.contract-on
comparison.ios-simulator.divide_by_half.runtime.safe.opt-default	agree candidates=ios-simulator.divide_by_half.safe.O2.contract-off matched=ios-simulator.divide_by_half.safe.O2.contract-off
comparison.ios-simulator.divide_by_half.runtime.safe.opt-size	agree candidates=ios-simulator.divide_by_half.safe.O2.contract-off matched=ios-simulator.divide_by_half.safe.O2.contract-off
comparison.ios-simulator.divide_by_three.runtime.fast.opt-default	agree candidates=ios-simulator.divide_by_three.fast.O2.contract-off matched=ios-simulator.divide_by_three.fast.O2.contract-off
comparison.ios-simulator.divide_by_three.runtime.fast.opt-size	agree candidates=ios-simulator.divide_by_three.fast.O2.contract-off matched=ios-simulator.divide_by_three.fast.O2.contract-off
comparison.ios-simulator.divide_by_three.runtime.relaxed.opt-default	agree candidates=ios-simulator.divide_by_three.relaxed.O2.contract-off matched=ios-simulator.divide_by_three.relaxed.O2.contract-off
comparison.ios-simulator.divide_by_three.runtime.relaxed.opt-size	agree candidates=ios-simulator.divide_by_three.relaxed.O2.contract-off matched=ios-simulator.divide_by_three.relaxed.O2.contract-off
comparison.ios-simulator.divide_by_three.runtime.safe.opt-default	agree candidates=ios-simulator.divide_by_three.safe.O2.contract-off matched=ios-simulator.divide_by_three.safe.O2.contract-off
comparison.ios-simulator.divide_by_three.runtime.safe.opt-size	agree candidates=ios-simulator.divide_by_three.safe.O2.contract-off matched=ios-simulator.divide_by_three.safe.O2.contract-off
comparison.ios-simulator.divide_by_three_eighths.runtime.fast.opt-default	agree candidates=ios-simulator.divide_by_three_eighths.fast.O2.contract-off matched=ios-simulator.divide_by_three_eighths.fast.O2.contract-off
comparison.ios-simulator.divide_by_three_eighths.runtime.fast.opt-size	agree candidates=ios-simulator.divide_by_three_eighths.fast.O2.contract-off matched=ios-simulator.divide_by_three_eighths.fast.O2.contract-off
comparison.ios-simulator.divide_by_three_eighths.runtime.relaxed.opt-default	agree candidates=ios-simulator.divide_by_three_eighths.relaxed.O2.contract-off matched=ios-simulator.divide_by_three_eighths.relaxed.O2.contract-off
comparison.ios-simulator.divide_by_three_eighths.runtime.relaxed.opt-size	agree candidates=ios-simulator.divide_by_three_eighths.relaxed.O2.contract-off matched=ios-simulator.divide_by_three_eighths.relaxed.O2.contract-off
comparison.ios-simulator.divide_by_three_eighths.runtime.safe.opt-default	agree candidates=ios-simulator.divide_by_three_eighths.safe.O2.contract-off matched=ios-simulator.divide_by_three_eighths.safe.O2.contract-off
comparison.ios-simulator.divide_by_three_eighths.runtime.safe.opt-size	agree candidates=ios-simulator.divide_by_three_eighths.safe.O2.contract-off matched=ios-simulator.divide_by_three_eighths.safe.O2.contract-off
comparison.ios-simulator.divide_by_two.runtime.safe.opt-default	agree candidates=ios-simulator.divide_by_two.safe.O2.contract-off matched=ios-simulator.divide_by_two.safe.O2.contract-off
comparison.ios-simulator.divide_by_two.runtime.safe.opt-size	agree candidates=ios-simulator.divide_by_two.safe.O2.contract-off matched=ios-simulator.divide_by_two.safe.O2.contract-off
comparison.ios-simulator.fused_pair.runtime.safe.opt-default	agree candidates=ios-simulator.fused_pair.safe.O2.contract-fast,ios-simulator.fused_pair.safe.O2.contract-off,ios-simulator.fused_pair.safe.O2.contract-on matched=ios-simulator.fused_pair.safe.O2.contract-fast,ios-simulator.fused_pair.safe.O2.contract-off,ios-simulator.fused_pair.safe.O2.contract-on
comparison.ios-simulator.fused_pair.runtime.safe.opt-size	agree candidates=ios-simulator.fused_pair.safe.O2.contract-fast,ios-simulator.fused_pair.safe.O2.contract-off,ios-simulator.fused_pair.safe.O2.contract-on matched=ios-simulator.fused_pair.safe.O2.contract-fast,ios-simulator.fused_pair.safe.O2.contract-off,ios-simulator.fused_pair.safe.O2.contract-on
comparison.ios-simulator.materialize.runtime.fast.opt-default	agree candidates=ios-simulator.materialize.fast.O2.contract-off matched=ios-simulator.materialize.fast.O2.contract-off
comparison.ios-simulator.materialize.runtime.fast.opt-size	agree candidates=ios-simulator.materialize.fast.O2.contract-off matched=ios-simulator.materialize.fast.O2.contract-off
comparison.ios-simulator.materialize.runtime.relaxed.opt-default	agree candidates=ios-simulator.materialize.relaxed.O2.contract-off matched=ios-simulator.materialize.relaxed.O2.contract-off
comparison.ios-simulator.materialize.runtime.relaxed.opt-size	agree candidates=ios-simulator.materialize.relaxed.O2.contract-off matched=ios-simulator.materialize.relaxed.O2.contract-off
comparison.ios-simulator.materialize.runtime.safe.opt-default	agree candidates=ios-simulator.materialize.safe.O2.contract-off matched=ios-simulator.materialize.safe.O2.contract-off
comparison.ios-simulator.materialize.runtime.safe.opt-size	agree candidates=ios-simulator.materialize.safe.O2.contract-off matched=ios-simulator.materialize.safe.O2.contract-off
comparison.ios-simulator.multiply_half.runtime.fast.opt-default	agree candidates=ios-simulator.multiply_half.fast.O2.contract-off matched=ios-simulator.multiply_half.fast.O2.contract-off
comparison.ios-simulator.multiply_half.runtime.fast.opt-default.fpfun-fast	agree candidates=ios-simulator.multiply_half.fast.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_half.fast.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_half.runtime.fast.opt-size	agree candidates=ios-simulator.multiply_half.fast.O2.contract-off matched=ios-simulator.multiply_half.fast.O2.contract-off
comparison.ios-simulator.multiply_half.runtime.fast.opt-size.fpfun-fast	agree candidates=ios-simulator.multiply_half.fast.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_half.fast.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_half.runtime.relaxed.opt-default	agree candidates=ios-simulator.multiply_half.relaxed.O2.contract-off matched=ios-simulator.multiply_half.relaxed.O2.contract-off
comparison.ios-simulator.multiply_half.runtime.relaxed.opt-default.fpfun-fast	agree candidates=ios-simulator.multiply_half.relaxed.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_half.relaxed.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_half.runtime.relaxed.opt-size	agree candidates=ios-simulator.multiply_half.relaxed.O2.contract-off matched=ios-simulator.multiply_half.relaxed.O2.contract-off
comparison.ios-simulator.multiply_half.runtime.relaxed.opt-size.fpfun-fast	agree candidates=ios-simulator.multiply_half.relaxed.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_half.relaxed.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_half.runtime.safe.opt-default	agree candidates=ios-simulator.multiply_half.safe.O2.contract-off matched=ios-simulator.multiply_half.safe.O2.contract-off
comparison.ios-simulator.multiply_half.runtime.safe.opt-default.fpfun-fast	agree candidates=ios-simulator.multiply_half.safe.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_half.safe.O2.contract-off.fpfun-fast
